12,10,3,20190823160338
12,1,4,20190823160343
12,6,4,20190823160351
12,107,3,20190823160359
12,101,5,20190823160406
12,102,4,20190823160422
12,105,4,20190823160427
12,106,4,20190823160432
12,104,4,20190823160438
12,103,0,20190823160452
2,6,1,20190824143056
2,1,1,20190824143102
2,10,1,20190824143107
2,104,3,20190824143115
2,102,1,20190824143121
2,107,2,20190824143128
2,105,1,20190824143133
2,103,3,20190824143139
2,101,1,20190824143145
2,106,0,20190824143155
2,6,2,20190824143652
2,1,2,20190824143659
2,10,1,20190824143705
2,104,3,20190824143711
2,102,1,20190824143720
2,101,2,20190824143728
2,106,3,20190824143732
2,103,2,20190824143739
2,105,1,20190824143745
2,107,0,20190824143758
2,6,2,20190824144457
2,10,3,20190824144502
2,1,2,20190824144508
2,105,1,20190824144517
2,106,4,20190824144525
2,103,3,20190824144530
2,102,3,20190824144537
2,101,2,20190824144544
2,107,1,20190824144549
2,104,0,20190824144558
2,6,2,20190824144657
2,1,1,20190824144706
2,10,2,20190824144713
2,104,3,20190824144721
2,103,2,20190824144727
2,107,1,20190824144732
2,101,2,20190824144738
2,105,1,20190824144742
2,106,3,20190824144750
2,102,0,20190824144759
2,1,1,20190824144900
2,10,2,20190824144905
2,6,1,20190824144909
2,103,2,20190824144924
2,105,1,20190824144931
2,106,2,20190824144936
2,102,2,20190824144941
2,107,1,20190824144945
2,104,3,20190824144950
2,101,0,20190824144959
3,1,4,20190824151737
3,10,0,20190824151749
3,6,4,20190824151758
3,107,3,20190824151812
3,106,0,20190824151824
3,102,3,20190824151838
3,101,4,20190824151850
3,105,2,20190824151900
3,103,4,20190824151910
3,104,4,20190824151941
3,6,4,20190824152324
3,1,4,20190824152335
3,10,4,20190824152346
3,104,4,20190824152356
3,101,3,20190824152406
3,106,4,20190824152416
3,107,3,20190824152430
3,105,2,20190824152436
3,103,3,20190824152459
3,102,2,20190824152524
3,6,0,20190824152804
3,10,4,20190824152809
3,1,5,20190824152820
3,104,4,20190824152827
3,107,4,20190824152838
3,106,4,20190824152844
3,105,2,20190824152904
3,101,4,20190824152913
3,102,4,20190824152929
3,103,4,20190824152945
3,1,4,20190824153527
3,10,5,20190824153536
3,6,4,20190824153541
3,103,4,20190824153548
3,106,5,20190824153555
3,101,3,20190824153609
3,104,4,20190824153620
3,107,4,20190824153629
3,102,4,20190824153638
3,105,3,20190824153645
3,1,5,20190824153741
3,10,5,20190824153747
3,6,4,20190824153752
3,101,5,20190824153758
3,106,4,20190824153804
3,107,4,20190824153810
3,102,4,20190824153817
3,103,4,20190824153822
3,104,4,20190824153827
3,105,3,20190824153836
3,1,5,20190824153931
3,6,5,20190824153936
3,10,5,20190824153939
3,102,4,20190824153948
3,103,4,20190824153953
3,104,4,20190824153958
3,107,4,20190824154003
3,105,3,20190824154006
3,101,5,20190824154015
3,106,4,20190824154020
4,1,5,20190824160756
4,6,5,20190824160801
4,10,5,20190824160806
4,101,5,20190824160812
4,104,5,20190824160817
4,103,5,20190824160821
4,102,5,20190824160827
4,106,3,20190824160837
4,105,3,20190824160847
4,107,4,20190824160854
4,10,4,20190824161205
4,6,4,20190824161210
4,1,4,20190824161220
4,105,3,20190824161259
4,106,3,20190824161304
4,104,3,20190824161309
4,102,3,20190824161318
4,107,4,20190824161323
4,103,4,20190824161328
4,101,4,20190824161337
4,1,4,20190824161644
4,6,4,20190824161649
4,10,4,20190824161657
4,102,4,20190824161702
4,104,4,20190824161709
4,103,5,20190824161720
4,105,4,20190824161726
4,107,4,20190824161731
4,106,3,20190824161753
4,101,4,20190824161804
4,1,4,20190824162418
4,10,4,20190824162424
4,6,3,20190824162429
4,102,4,20190824162436
4,107,5,20190824162442
4,106,3,20190824162447
4,105,4,20190824162451
4,104,4,20190824162457
4,101,5,20190824162505
4,103,4,20190824162508
4,1,4,20190824162600
4,6,5,20190824162605
4,10,4,20190824162612
4,103,5,20190824162615
4,102,4,20190824162630
4,107,5,20190824162633
4,105,4,20190824162639
4,104,4,20190824162648
4,101,4,20190824162654
4,106,3,20190824162700
4,1,5,20190824162757
4,10,4,20190824162802
4,6,5,20190824162805
4,102,4,20190824162810
4,106,3,20190824162816
4,105,4,20190824162820
4,103,5,20190824162826
4,104,4,20190824162831
4,107,4,20190824162835
4,101,5,20190824162840
6,1,3,20190824165015
6,10,5,20190824165027
6,6,4,20190824165034
6,103,5,20190824165048
6,105,3,20190824165102
6,102,5,20190824165112
6,107,4,20190824165121
6,104,5,20190824165129
6,101,5,20190824165136
6,106,3,20190824165149
6,1,3,20190824165512
6,6,4,20190824165516
6,10,4,20190824165522
6,101,4,20190824165528
6,102,4,20190824165534
6,107,4,20190824165543
6,103,5,20190824165551
6,104,4,20190824165559
6,106,3,20190824165605
6,105,4,20190824165614
6,1,4,20190824165913
6,6,4,20190824165918
6,10,4,20190824165925
6,102,4,20190824165931
6,103,5,20190824165940
6,104,4,20190824165945
6,106,3,20190824165950
6,107,4,20190824165955
6,101,5,20190824170000
6,105,4,20190824170007
6,10,4,20190824170445
6,6,4,20190824170450
6,1,5,20190824170458
6,105,4,20190824170504
6,106,3,20190824170508
6,101,4,20190824170514
6,103,5,20190824170518
6,104,5,20190824170522
6,107,4,20190824170528
6,102,4,20190824170534
6,1,4,20190824170626
6,6,4,20190824170631
6,10,4,20190824170636
6,101,4,20190824170641
6,102,5,20190824170647
6,107,4,20190824170741
6,103,4,20190824170652
6,104,5,20190824170659
6,106,3,20190824170727
6,105,4,201908241707148,6,4,20190824173415
8,10,3,20190824173420
8,1,4,20190824173424
8,106,2,20190824173431
8,102,4,20190824173437
8,105,3,20190824173445
8,107,4,20190824173459
8,104,4,20190824173510
8,103,5,20190824173515
8,101,4,20190824173523
8,10,4,20190824173834
8,6,4,20190824173839
8,1,4,20190824173844
8,107,4,20190824173856
8,104,4,20190824173902
8,105,3,20190824173913
8,101,4,20190824173918
8,106,2,20190824173926
8,102,4,20190824173930
8,103,5,20190824173935
8,1,4,20190824174323
8,6,3,20190824174331
8,10,3,20190824174334
8,101,4,20190824174339
8,102,4,20190824174356
8,105,2,20190824174403
8,103,4,20190824174407
8,104,4,20190824174410
8,107,2,20190824174418
8,106,2,20190824174422
8,1,4,20190824174807
8,10,4,20190824174812
8,6,4,20190824174815
8,102,5,20190824174832
8,106,2,20190824174837
8,105,3,20190824174840
8,107,4,20190824174844
8,101,5,20190824174849
8,104,4,20190824174852
8,103,5,20190824174855
8,1,4,20190824174952
8,10,4,20190824175004
8,6,4,20190824175008
8,103,5,20190824175014
8,107,4,20190824175025
8,101,4,20190824175044
8,106,2,20190824175058
8,105,3,20190824175101
8,104,4,20190824175103
8,102,4,20190824175108
8,1,4,20190824175213
8,10,3,20190824175217
8,6,4,20190824175221
8,101,4,20190824175228
8,107,3,20190824175231
8,105,3,20190824175235
8,104,4,20190824175238
8,103,3,20190824175245
8,106,2,20190824175247
8,102,3,20190824175254
7,6,2,20190825132425
7,1,3,20190825132448
7,10,4,20190825132505
7,104,2,20190825132515
7,103,4,20190825132526
7,106,2,20190825132541
7,101,2,20190825132553
7,102,2,20190825132606
7,105,4,20190825132624
7,107,2,20190825132636
7,10,3,20190825132943
7,1,3,20190825132953
7,6,3,20190825133005
7,105,1,20190825133019
7,102,2,20190825133029
7,101,4,20190825133037
7,104,3,20190825133044
7,103,4,20190825133059
7,107,2,20190825133108
7,106,3,20190825133118
7,10,2,20190825133400
7,1,3,20190825133405
7,6,3,20190825133411
7,107,2,20190825133417
7,103,3,20190825133426
7,102,2,20190825133438
7,104,3,20190825133444
7,101,4,20190825133452
7,106,3,20190825133500
7,105,2,20190825133505
7,10,3,20190825134125
7,1,3,20190825134132
7,6,4,20190825134137
7,106,2,20190825134145
7,103,4,20190825134152
7,105,3,20190825134204
7,104,3,20190825134213
7,101,4,20190825134222
7,107,2,20190825134230
7,102,4,20190825134242
7,10,3,20190825134327
7,1,3,20190825134332
7,6,4,20190825134337
7,105,2,20190825134343
7,102,3,20190825134354
7,106,2,20190825134401
7,104,2,20190825134406
7,101,4,20190825134413
7,107,2,20190825134419
7,103,2,20190825134424
7,10,3,20190825134513
7,1,2,20190825134522
7,6,3,20190825134527
7,106,3,20190825134537
7,101,2,20190825134544
7,104,2,20190825134549
7,105,2,20190825134553
7,107,2,20190825134558
7,102,2,20190825134603
7,103,2,20190825134609
1,1,4,20190825142040
1,6,5,20190825142046
1,10,5,20190825142110
1,102,3,20190825142141
1,103,5,20190825142149
1,107,4,20190825142155
1,101,5,20190825142204
1,106,3,20190825142215
1,105,3,20190825142224
1,104,4,20190825142231
1,6,4,20190825142520
1,1,5,20190825142523
1,10,5,20190825142533
1,104,4,20190825142544
1,103,4,20190825142552
1,105,3,20190825142556
1,106,3,20190825142600
1,102,2,20190825142622
1,107,5,20190825142628
1,101,5,20190825142632
1,6,4,20190825143113
1,10,4,20190825143122
1,1,5,20190825143131
1,104,4,20190825143137
1,107,4,20190825143148
1,103,3,20190825143153
1,105,3,20190825143203
1,106,3,20190825143206
1,101,4,20190825143214
1,102,2,20190825143223
1,10,4,20190825143619
1,1,4,20190825143627
1,6,4,20190825143633
1,105,3,20190825143642
1,101,3,20190825143649
1,103,5,20190825143654
1,107,4,20190825143703
1,104,4,20190825143711
1,106,3,20190825143714
1,102,1,20190825143723
1,1,4,20190825143825
1,6,4,20190825143827
1,10,4,20190825143833
1,102,3,20190825143839
1,103,5,20190825143842
1,107,4,20190825143856
1,105,3,20190825143908
1,106,3,20190825143913
1,104,4,20190825143916
1,101,4,20190825143920
1,10,4,20190825144019
1,6,4,20190825144022
1,1,4,20190825144027
1,105,3,20190825144035
1,106,2,20190825144040
1,107,3,20190825144045
1,101,2,20190825144054
1,104,4,20190825144057
1,102,1,20190825144104
1,103,5,20190825144109
9,1,4,20190825152940
9,10,4,20190825152948
9,6,4,20190825152957
9,101,4,20190825153011
9,107,2,20190825153021
9,105,3,20190825153033
9,106,4,20190825153054
9,102,2,20190825153111
9,103,5,20190825153121
9,104,4,20190825153139
9,1,4,20190825153638
9,6,4,20190825153652
9,10,3,20190825153701
9,101,5,20190825153716
9,104,4,20190825153723
9,107,4,20190825153731
9,102,4,20190825153741
9,106,4,20190825153754
9,103,5,20190825153803
9,105,2,20190825153809
9,10,5,20190825154237
9,6,5,20190825154242
9,1,5,20190825154253
9,107,5,20190825154259
9,105,4,20190825154310
9,102,4,20190825154322
9,101,5,20190825154329
9,104,5,20190825154336
9,106,4,20190825154343
9,103,5,20190825154350
9,10,5,20190825154959
9,1,5,20190825155004
9,6,5,20190825155007
9,107,4,20190825155013
9,102,2,20190825155028
9,101,5,20190825155039
9,105,4,20190825155045
9,106,4,20190825155050
9,103,5,20190825155057
9,104,5,20190825155108
9,6,5,20190825155310
9,1,5,20190825155315
9,10,5,20190825155323
9,105,4,20190825155328
9,103,5,20190825155336
9,106,4,20190825155346
9,104,4,20190825155358
9,107,5,20190825155415
9,101,5,20190825155423
9,102,2,20190825155431
9,6,5,20190825155627
9,10,5,20190825155631
9,1,5,20190825155635
9,103,5,20190825155638
9,107,5,20190825155642
9,102,5,20190825155650
9,105,4,20190825155656
9,104,5,20190825155701
9,101,5,20190825155706
9,106,5,20190825155709
10,6,5,20190825161709
10,1,5,20190825161736
10,10,4,20190825161744
10,105,3,20190825161804
10,102,4,20190825161827
10,101,4,20190825161836
10,106,4,20190825161847
10,107,4,20190825161855
10,104,5,20190825161901
10,103,5,20190825161908
10,10,2,20190825162912
10,6,3,20190825162918
10,1,5,20190825162927
10,105,3,20190825162947
10,106,2,20190825163012
10,101,4,20190825163020
10,104,4,20190825163027
10,102,3,20190825163038
10,103,4,20190825163049
10,107,3,20190825163058
10,10,4,20190825163433
10,6,5,20190825163437
10,1,4,20190825163445
10,106,4,20190825163455
10,107,5,20190825163502
10,101,5,20190825163508
10,105,4,20190825163516
10,102,4,20190825163523
10,103,5,20190825163529
10,104,5,20190825163534
10,10,4,20190825164041
10,6,5,20190825164050
10,1,5,20190825164059
10,106,3,20190825164112
10,105,3,20190825164117
10,104,5,20190825164121
10,101,4,20190825164131
10,103,5,20190825164136
10,107,5,20190825164141
10,102,5,20190825164147
10,1,4,20190825164310
10,10,4,20190825164314
10,6,5,20190825164317
10,101,4,20190825164324
10,107,5,20190825164331
10,105,4,20190825164337
10,104,5,20190825164343
10,106,4,20190825164350
10,103,5,20190825164355
10,102,5,20190825164404
10,1,5,20190825164524
10,6,5,20190825164527
10,10,3,20190825164530
10,101,5,20190825164536
10,102,4,20190825164539
10,103,4,20190825164541
10,107,5,20190825164544
10,106,4,20190825164551
10,105,4,20190825164555
10,104,4,20190825164559
11,1,4,20190825171136
11,6,4,20190825171151
11,10,0,20190825171157
11,102,5,20190825171205
11,103,5,20190825171211
11,104,5,20190825171218
11,106,5,20190825171224
11,105,5,20190825171230
11,101,5,20190825171237
11,107,5,20190825171242
11,6,5,20190825171733
11,10,5,20190825171735
11,1,5,20190825171736
11,105,5,20190825171737
11,107,5,20190825171738
11,103,5,20190825171738
11,104,5,20190825171739
11,106,5,20190825171740
11,101,5,20190825171741
11,102,5,20190825171742
11,1,5,20190825172119
11,6,5,20190825172121
11,10,0,20190825172122
11,102,5,20190825172123
11,101,5,20190825172124
11,105,5,20190825172125
11,106,5,20190825172126
11,104,5,20190825172127
11,103,5,20190825172128
11,107,5,20190825172129
11,10,0,20190825172505
11,6,0,20190825172506
11,1,0,20190825172507
11,106,0,20190825172507
11,105,0,20190825172508
11,101,0,20190825172509
11,107,0,20190825172510
11,103,0,20190825172511
11,104,0,20190825172512
11,102,0,20190825172513
11,6,5,20190825172622
11,1,5,20190825172625
11,10,0,20190825172626
11,105,5,20190825172627
11,103,5,20190825172628
11,102,5,20190825172629
11,101,5,20190825172630
11,106,5,20190825172631
11,107,5,20190825172632
11,104,5,20190825172632
11,1,5,20190825172747
11,6,0,20190825172748
11,10,0,20190825172749
11,103,0,20190825172749
11,101,0,20190825172750
11,105,0,20190825172751
11,106,0,20190825172752
11,102,0,20190825172752
11,107,5,20190825172753
11,104,5,20190825172754
